event_id,target,query_split,condition,support_k_total,support_k_per_class_min,method,relative_alpha,local_rank,global_rank,gradient_rank,feature_layer,applied_ratio_mean,applied_ratio_min,applied_ratio_max,raw_scale_mean,prediction,raw_prediction,correct
valid_4,Mac,valid,lp_0-1000,20,2,token_permuted,0.1,64,16,4,28,0.09999053619269814,0.09966997802257538,0.1003408208489418,39103.45826285226,,",D,cho,cho,cho,cho,cho,cho,cho,cho,cho,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,李,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,cho,cho,cho,cho,cho,cho,,cho,cho,,cho,cho,cho,cho,cho,cho,cho,cho,李,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,李,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,李,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,

,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,,,cho,cho,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,李,,李,cho,李,,,,cho,cho,cho,cho,cho,cho,cho,cho,cho,cho,李,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,dog,狗,dog,狗,狗,dog,狗,狗,狗,狗,狗,狗,狗,dog,狗,dog,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,dog,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,dog,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,狗,cho,狗, dog,cho,狗,狗,狗,狗,狗,狗,dog,,狗,dog,狗,dog,狗,狗,狗,狗,dog,,狗,狗,dog,,cho,cho,cho,cho,cho,cho,cho,cho,cho",false
valid_4,Mac,valid,lp_0-1000,20,2,random_field,0.001,64,16,4,28,0.00099983970410124,0.000996603281237185,0.0010032354621216655,372.67364137513295,Rudy,Rudy,false
valid_4,Mac,valid,lp_0-1000,20,2,random_field,0.003,64,16,4,28,0.0029981478458336952,0.0029888527933508158,0.003009204054251313,1117.8920788083758,Rudy,Rudy,false
valid_4,Mac,valid,lp_0-1000,20,2,random_field,0.01,64,16,4,28,0.01000010731097843,0.009962965734302998,0.010032757185399532,3726.841465813773,Rudy,Rudy,false
valid_4,Mac,valid,lp_0-1000,20,2,random_field,0.03,64,16,4,28,0.029992441779800823,0.029897406697273254,0.030097631737589836,11179.46536554609,Rudy,Rudy,false
valid_4,Mac,valid,lp_0-1000,20,2,random_field,0.1,64,16,4,28,0.09997963306627103,0.09968501329421997,0.10031244158744812,37304.90552956717,,`,false
valid_7,Mac,valid,lp_0-1000,20,2,fixed_mean,0.001,64,16,4,28,0.0009998044115491211,0.0009958973387256265,0.001002633129246533,1622.4718988963537,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,fixed_mean,0.003,64,16,4,28,0.002999419196774917,0.002987663261592388,0.003011163091287017,4863.286601236889,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,fixed_mean,0.01,64,16,4,28,0.010000638613876487,0.009965327568352222,0.010043754242360592,16212.307559694562,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,fixed_mean,0.03,64,16,4,28,0.029987413935097202,0.029914477840065956,0.030092673376202583,48721.98544257028,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,fixed_mean,0.1,64,16,4,28,0.09997728999171938,0.09958850592374802,0.10042952001094818,164383.26026371546,Louie,Louie,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.001,64,16,4,28,0.0010000651714757883,0.0009967504302039742,0.0010037898318842053,1144.04199552536,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.003,64,16,4,28,0.002999045856995508,0.0029870399739593267,0.0030089211650192738,3425.4299543244497,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.01,64,16,4,28,0.010001319227740169,0.009970375336706638,0.010030019097030163,11398.573596000671,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.03,64,16,4,28,0.02999170220989202,0.029879998415708542,0.030094966292381287,34279.04922648839,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.1,64,16,4,28,0.10000710655003786,0.09967197477817535,0.1003018245100975,116144.13087899344,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.001,64,16,4,28,0.0009995844884542748,0.0009966184152290225,0.0010028608376160264,409.3385581970215,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.003,64,16,4,28,0.0030004970030859113,0.0029895270708948374,0.0030102503951638937,1225.3861376217433,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.01,64,16,4,28,0.0099997728164973,0.009967395104467869,0.01003252249211073,4067.3223900113785,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.03,64,16,4,28,0.029992861906066537,0.02990071102976799,0.03009653463959694,12348.790181023734,,Ruddy,false
valid_7,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.1,64,16,4,28,0.09999318620456117,0.09965896606445312,0.10032579302787781,43057.42567225865,,", Fre, 1, 1, 1, 1, 1, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5,  5,",false
valid_7,Mac,valid,lp_0-1000,20,2,token_permuted,0.001,64,16,4,28,0.000999880736344494,0.0009963661432266235,0.0010024342918768525,409.6873152085713,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,token_permuted,0.003,64,16,4,28,0.0030006465759860085,0.0029916036874055862,0.0030102503951638937,1229.2996703216008,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,token_permuted,0.01,64,16,4,28,0.010001193299623472,0.00996399950236082,0.010030367411673069,4111.772637639727,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,token_permuted,0.03,64,16,4,28,0.030008186153801426,0.02988833747804165,0.030106864869594574,12472.537025179181,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,token_permuted,0.1,64,16,4,28,0.10000405912952763,0.09963581711053848,0.10034728795289993,43744.53286743164,,", 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 , 0 0 0 0 0 0 0 0 0 , 0 0 0 0 0 0 0 0 0 0 , 0 0 0 0 0 , 0 0 0 0 , 0 0 0 , 0 0 , 0 0 0 0 0 , 0 0 0 , 0 0 0 0 , 0 0 0 , 0 , 0 , 0 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , , 0 , 0 , 0 , 0 0 , 0 0 , 0 0 , 0 , 0 , 0 0 , 0 0 , 0 0 , 0 0 , 0 0 , 0 0 , 1 0 , 0 0 1 , 0 0 , 0 0 , 0 , , , 0 0 0 0 , 0 0 , 0 , 0 , 0 , 0 0 , 0 , 0 , 0 0 , 0 0 , 0 , 0 , , 0 , , 0 , , 0 , , , 0 , 0 , , , 0 , 0 , , , 0 , , 0 , , 0 , 0 , , , 0 , , 0 , 0 0 , 0 , 0 , 0 , , 0 , , 0 0 , 0 , 0 , 0 , 0 , 0 , 0 , , 0 , , 0 , 0 , 0 , 0 , 0 , 0 , 0 0 , 0 , 0 , 0 , 0 , 1 , , 0 , 0 0 , , 0 , 0 , , 0 , , , , , , , , , 0 , , , , , , , , , 0 , , 0 , , , 0 , , 0 ,

 1 , , 0 , , 0 , , 9 0 , , 0 , , 9 9",false
valid_7,Mac,valid,lp_0-1000,20,2,random_field,0.001,64,16,4,28,0.0009998654194142936,0.0009963585762307048,0.0010024306830018759,409.7919124024255,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,random_field,0.003,64,16,4,28,0.0030002485811045127,0.002991858869791031,0.003010098123922944,1229.3780078206744,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,random_field,0.01,64,16,4,28,0.009999037869939846,0.009963658638298512,0.010032071731984615,4096.725917134966,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,random_field,0.03,64,16,4,28,0.029991944952468787,0.029883822426199913,0.03009261004626751,12290.429801395961,Rudy,Rudy,false
valid_7,Mac,valid,lp_0-1000,20,2,random_field,0.1,64,16,4,28,0.10005502482610089,0.0996534526348114,0.10033437609672546,40924.06540679932,,,false
valid_13,Mac,valid,lp_0-1000,20,2,fixed_mean,0.001,64,16,4,28,0.0009995449696102046,0.000996743910945952,0.0010035298764705658,1632.1115749904088,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,fixed_mean,0.003,64,16,4,28,0.002999753795198298,0.0029888213612139225,0.003009613137692213,4893.828214611326,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,fixed_mean,0.01,64,16,4,28,0.00999758013391069,0.009971613995730877,0.010040434077382088,16312.57671219962,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,fixed_mean,0.03,64,16,4,28,0.029998667737735168,0.02989567071199417,0.030086755752563477,48983.030152457104,Farley,Farley,false
valid_13,Mac,valid,lp_0-1000,20,2,fixed_mean,0.1,64,16,4,28,0.10001467913389206,0.09972255676984787,0.1004456877708435,164935.74361855644,Louie,Louie,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.001,64,16,4,28,0.0009997946950274386,0.0009972820989787579,0.001004654448479414,854.0016371863229,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.003,64,16,4,28,0.0030013697479651974,0.002992300083860755,0.0030110145453363657,2557.5660076822555,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.01,64,16,4,28,0.010001733400193709,0.009971113875508308,0.010031831450760365,8514.024048941475,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.03,64,16,4,28,0.029999664685289775,0.029915286228060722,0.030112789943814278,25586.281709398543,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.1,64,16,4,28,0.0999884745106101,0.09966040402650833,0.10036855190992355,86763.76719229562,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.001,64,16,4,28,0.0009998002704898162,0.0009966026991605759,0.001003448385745287,357.9742367182459,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.003,64,16,4,28,0.0030003324625015792,0.002990079578012228,0.003008864587172866,1072.6502110447202,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.01,64,16,4,28,0.00999569914503289,0.009967436082661152,0.010034535080194473,3565.1818511145457,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.03,64,16,4,28,0.029995085172621266,0.029920661821961403,0.03008018061518669,10778.241259983608,,Ru,false
valid_13,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.1,64,16,4,28,0.10001160097973687,0.09964929521083832,0.1003497913479805,37680.69115883963,,", then, 1, then with 1, then, then, then, then with 1, then,  then with 1, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then,, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then,, then,, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then",false
valid_13,Mac,valid,lp_0-1000,20,2,token_permuted,0.001,64,16,4,28,0.0010000108845166064,0.0009963464690372348,0.0010030349949374795,358.21940878459384,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,token_permuted,0.003,64,16,4,28,0.0030007524931404206,0.0029894565232098103,0.003010626882314682,1073.8494367769786,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,token_permuted,0.01,64,16,4,28,0.010003509997789348,0.009964709170162678,0.010031907819211483,3577.365659441267,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,token_permuted,0.03,64,16,4,28,0.02999319678305515,0.029892247170209885,0.03009490855038166,10816.77216720581,,"Rod
请

请


请





请",false
valid_13,Mac,valid,lp_0-1000,20,2,token_permuted,0.1,64,16,4,28,0.10001081441129957,0.09964929521083832,0.10036184638738632,38197.29829406738,,", and, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1 , , ,  , , , ,  , , , , , , , , , , , , , ,  ,, , , , , ,  , , ,  and ,  , , , , ,  , ,  , , , , , ,  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,  ,, , , ,, ,, , , ,, , , , , , ,, , , , , , , , , , , , , ,, , , , , , , , , , , ,, , , , ,, , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,  ,, , , , , , 1, , , , , , , , , , , ,  ,, , ,  , , , , , , , , , , , , , , , , , , , , , ,  , ,  , , , , , 1, , ,  , , , , , , , , , ,  ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,  , , , , , ,  , , , ,  , , , ,  , , , ,  ,, , ,  , , , , , , , ,, , , ,  ,,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,",false
valid_13,Mac,valid,lp_0-1000,20,2,random_field,0.001,64,16,4,28,0.0010001711717840017,0.000996521906927228,0.001003309153020382,358.2909887603351,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,random_field,0.003,64,16,4,28,0.002999445569003001,0.0029901196248829365,0.00300962314940989,1074.6475536823273,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,random_field,0.01,64,16,4,28,0.009997961577028036,0.00996424350887537,0.010033094324171543,3582.8541047913686,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,random_field,0.03,64,16,4,28,0.029995772056281567,0.029890550300478935,0.030083293095231056,10739.527082988194,Rudy,Rudy,false
valid_13,Mac,valid,lp_0-1000,20,2,random_field,0.1,64,16,4,28,0.09997516990240131,0.09964670240879059,0.10026711970567703,35768.787641797746,,,false
valid_21,Mac,valid,lp_0-1000,20,2,fixed_mean,0.001,64,16,4,28,0.0009997173910960555,0.000995864626020193,0.0010028781834989786,1633.2193595170975,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,fixed_mean,0.003,64,16,4,28,0.0029993449778495623,0.002987907500937581,0.003010997548699379,4898.472535780498,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,fixed_mean,0.01,64,16,4,28,0.009997838625817426,0.009963723830878735,0.010027057491242886,16334.178542273385,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,fixed_mean,0.03,64,16,4,28,0.029990663918267404,0.029903622344136238,0.030090073123574257,49077.7390158517,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,fixed_mean,0.1,64,16,4,28,0.09999826776662044,0.09967897087335587,0.10034467279911041,165500.71355547223,Louie,Louie,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.001,64,16,4,28,0.001000262690857718,0.0009967577643692493,0.0010034971637651324,775.9107269644737,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.003,64,16,4,28,0.00299906447097393,0.002989852102473378,0.0030116590205579996,2324.0880261489324,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.01,64,16,4,28,0.010000273851411683,0.00997065007686615,0.01002656202763319,7733.727691241673,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.03,64,16,4,28,0.030000268381887248,0.029899587854743004,0.030107494443655014,23131.22478921073,Farley,Farley,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_pooled,0.1,64,16,4,28,0.09999080188572407,0.09956685453653336,0.10043590515851974,77673.16189684186,Farley,Farley,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.001,64,16,4,28,0.0010001884282766177,0.00099696044344455,0.0010028101969510317,360.7659762927464,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.003,64,16,4,28,0.0030003960834749576,0.002989690052345395,0.003010132582858205,1080.8982308421816,Rudy,Rudy,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.01,64,16,4,28,0.010002206212707929,0.009962822310626507,0.010027224197983742,3595.223981993539,Louie,Louie,false
valid_21,Mac,valid,lp_0-1000,20,2,conditional_tokenwise,0.03,64,16,4,28,0.02999487629027239,0.02987653575837612,0.030104339122772217,10899.646990094867,,Rody,false
